example_id,text,label
EX-0913,Can you confirm my subscription has been cancelled,cancel_subscription
EX-0584,My order still has not arrived,shipping_delay
EX-1464,The dropdown menu is not showing any options,technical_bug
EX-1100,I submitted a cancellation but I was still charged,cancel_subscription
EX-0022,The reset email never arrived in my inbox,password_reset
EX-0226,Hey How long does it take to process a refund,billing_refund
EX-0593,The estimated delivery date has passed ASAP please,shipping_delay
EX-0901,Sorry to bother you but Please process my cancellation request right away,cancel_subscription
EX-1068,I tried cancelling but the button does not work,cancel_subscription
EX-0983,"Good morning, I submitted a cancellation but I was still charged",cancel_subscription
EX-0613,Shipping is delayed and tracking has not updated,shipping_delay
EX-0120,The reset email never arrived in my inbox,password_reset
EX-1127,My payment keeps failing because the card is old!!,update_payment
EX-0712,The account lockout is preventing me from working thanks,account_locked
EX-0245,Quick question: I cancelled within the refund window but was still charged Any help appreciated,billing_refund
EX-0919,Where is the option to cancel my subscription,cancel_subscription
EX-1396,The form resets when I click submit,technical_bug
EX-0386,I see an unknown charge on my statement.,billing_refund
EX-0078,Sorry to bother you but The system says my password does not meet requirements,password_reset
EX-1055,"Hi there, I want to stop my recurring payments Thanks",cancel_subscription
EX-0710,Need help - My account was locked due to suspicious activity,account_locked
EX-0784,Hey Please remove the lock from my profile,account_locked
EX-0377,I was overcharged for my last order,billing_refund
EX-1343,I get a 500 error when I try to access my orders asap,technical_bug
EX-0979,I tried cancelling but the button does not work,cancel_subscription
EX-1462,The export function generates a corrupted file,technical_bug
EX-1389,Auto save is not workign and I lost my changes,technical_bug
EX-0433,You charged me after I cancelled my subscription,billing_refund
EX-0705,"Hi, I cannot log in because of an account security hold",account_locked
EX-0873,My account has been locked for hours now,account_locked
EX-0411,Please help me request a refund for an accidental charge,billing_refund
EX-1437,The page keeps loading and never finishes,technical_bug
EX-0932,I tried cancelling but the buton doesnt work,cancel_subscription
EX-0526,shiping is delayed and tracking has not updated!!,shipping_delay
EX-0347,My account shows a pending charge I did not authorize,billing_refund
EX-0670,The lock on my account has not been removed yet,account_locked
EX-1186,I want to pay with a different card!!,update_payment
EX-1529,Feature is not working as expected,technical_bug
EX-0277,I want to know why I was charged this amount,billing_refund
EX-0952,Cancel my subscription immediately,cancel_subscription
EX-0127,My temporary password is not being accepted,password_reset
EX-1006,Stop charging my card I want to cancel,cancel_subscription
EX-0371,I see an unkonwn charge on my statement!!,billing_refund
EX-0434,My account shows a pending charge I did not authorize,billing_refund
EX-0603,My order still has not arrived Any help appreciated,shipping_delay
EX-1190,I need to update my card on file Thanks,update_payment
EX-0517,My package seems to be stuck in transit,shipping_delay
EX-1120,Need help - Can I update my payment to use PayPal instead,update_payment
EX-0722,I am seeing an account locked message,account_locked
EX-0900,I want to cancel my monthly plan,cancel_subscription
EX-0701,"Hello, I got locked out after entering the wrong password!!",account_locked
EX-1065,Urgent - I want to downgrade and eventually cancel my plan Please advise,cancel_subscription
EX-1235,The card on my account has expired!!,update_payment
EX-0456,"Hi, Where is my package",shipping_delay
EX-0328,I was charged full price but had a coupon,billing_refund
EX-1511,There is a display glitch on the dashboard,technical_bug
EX-0262,"Hello, The promotional price was not applied to my bill",billing_refund
EX-1354,Auto save is not working and I lost my changes,technical_bug
EX-0660,The estimated delivery date has passed!!,shipping_delay
EX-0859,I am seeing an account locked message,account_locked
EX-1240,The card on my account has expired,update_payment
EX-0840,My account got locked and I cannot do anything,account_locked
EX-0243,You charged me after I cancelled my subscription,billing_refund
EX-1302,I want to pay with a different card,update_payment
EX-0704,Why is my account showing a security lock,account_locked
EX-0192,Please send me a password recovery link Let me know,password_reset
EX-1441,I get a 500 error when I try to access my orders,technical_bug
EX-0561,I ordered express shipping but it is taking too long thanks,shipping_delay
EX-0304,Sorry to bother you but I cancelled within the refund window but was still charged,billing_refund
EX-0668,My accoutn was locked after failed attempts,account_locked
EX-0757,How do I unlock my account after too many tries ASAP please,account_locked
EX-1044,Quick question: Please stop renewing my subscription,cancel_subscription
EX-0571,"Hi, The tracking number shows no movement for days",shipping_delay
EX-1521,I get a 500 error when I try to access my orders,technical_bug
EX-0716,I cannot log in because of an account security hold,account_locked
EX-0882,"Good morning, I need to cancel before the next billing cycle",cancel_subscription
EX-0616,"Good morning, I ordered express shiping but it is taking too long thanks",shipping_delay
EX-1346,The page keeps loading and never finishes,technical_bug
EX-0306,I was overcharged for my last order,billing_refund
EX-1479,The notification system is sending duplicate alerts,technical_bug
EX-1150,I need to remove my old card and add a new one,update_payment
EX-1214,Please change my billing method,update_payment
EX-0534,"Hello, My package was marked delivered but I never received it",shipping_delay
EX-0984,How do I end my subscription before it renews,cancel_subscription
EX-1225,"Hello, My payment keeps failing because the card is old",update_payment
EX-0808,I cannot log in because of an account security hold,account_locked
EX-0817,Need help - Why is my account showing a security lock,account_locked
EX-0743,"Good morning, I need help getting back into my locked account",account_locked
EX-0327,I need a receipt and refund for my last transaction asap,billing_refund
EX-1201,Please change my billing method,update_payment
EX-0381,I need a receipt and refund for my last transaction Any help appreciated,billing_refund
EX-1406,Videos dont play they just show a black screen,technical_bug
EX-0820,Need help - How long will my account stay locked Let me know,account_locked
EX-1291,Can I set a different default payment method,update_payment
EX-1241,"Hi, Please help me add a backup payement method",update_payment
EX-0552,Can you resend my order since shipping is taking so long,shipping_delay
EX-0754,How long will my account stay locked,account_locked
EX-1324,The mobile app freezes when I scroll through my feed,technical_bug
EX-1322,"Good morning, I cannot upload files the upload buton does nothing",technical_bug
EX-1357,The page keeps loading and never finishes,technical_bug
EX-0898,I want to downgrade and eventually cancel my plan ASAP please!!,cancel_subscription
EX-0460,Quick question: Where is my package,shipping_delay
EX-1329,Quick question: There is a display glitch on the dashboard,technical_bug
EX-1049,I want to downgrade and eventually cancel my plan,cancel_subscription
EX-1525,"Hi, The notification system is sending duplicate alerts.",technical_bug
EX-0766,I am seeing an account locked message,account_locked
EX-1219,Where can I change my stored payment information,update_payment
EX-0101,Quick question: How long does the password reset link last,password_reset
EX-0910,Need help - I want to downgrade and eventually cancel my plan,cancel_subscription
EX-1095,Hey I want to stop my recurring payments,cancel_subscription
EX-1266,My payment keeps failing because the card is old,update_payment
EX-1422,The export function generates a corrupted file,technical_bug
EX-0244,Please help me request a refund for an accidental charge,billing_refund
EX-0457,Where is my package,shipping_delay
EX-0717,"Good morning, i am seeing an account locked message",account_locked
EX-0280,Your system double billed me again,billing_refund
EX-0355,I want to know why I was charged this amount,billing_refund
EX-0954,I want to stop my recurring payments,cancel_subscription
EX-0606,Shipping is delayed and tracking has not updated,shipping_delay
EX-1335,"Hi there, The dark mode toggle breaks the layout Thanks",technical_bug
EX-0416,Please help me request a refund for an accidental charge,billing_refund
EX-1218,Sorry to bother you but Please change my billing method,update_payment
EX-1149,Hey I got a new credit card and need to update my account!!,update_payment
EX-0303,I was overcharged for my last order,billing_refund
EX-0276,How long does it take to process a refund,billing_refund
EX-1359,The dark mode toggle breaks the layout,technical_bug
EX-0298,"Hello, You charged me after I cancelled my subscription thanks",billing_refund
EX-1047,I want to opt out of my currnet plan,cancel_subscription
EX-0994,I no longer need this service please cancel it,cancel_subscription
EX-0062,Sorry to bother you but Please send me a password recovery link,password_reset
EX-1232,I need to update my card on file,update_payment
EX-1518,I get an error message when I try to save my profile,technical_bug
EX-0577,Is there a way to expedite my delayed order,shipping_delay
EX-1027,Can I cancel and get a prorated refund,cancel_subscription
EX-0641,I ordered express shipping but it is taking too long,shipping_delay
EX-0797,"Hello, My account was locked after failed attempts",account_locked
EX-1407,Quick question: Images are not displaying on the product page,technical_bug
EX-1390,The dark mode toggle breaks the layout,technical_bug
EX-1085,Stop charging my card I want to cancel,cancel_subscription
EX-0052,I want to set up a stronger password,password_reset
EX-0121,I want to set up a stronger passwrod,password_reset
EX-0889,I need to cancel before the next billing cycle,cancel_subscription
EX-0185,Need help - passwrod reset link is not working,password_reset
EX-0115,"Hi, I want to set up a stronger password",password_reset
EX-0157,"Hello, Please send me a password recovery link",password_reset
EX-0030,I cannot remember my login credentials ASAP please,password_reset
EX-1425,I get a 500 error when I try to access my orders,technical_bug
EX-0392,Hey You charged me after I cancelled my subscription,billing_refund
EX-0706,Quick question: I need urgent access to my locked account,account_locked
EX-0518,My delivery was supposed to arrive yesterday,shipping_delay
EX-1496,"Good morning, The notification system is sending duplicate alerts",technical_bug
EX-1300,I got a new credit card and need to update my account,update_payment
EX-1021,"Hi there, I submitted a cancellation but I was still charged",cancel_subscription
EX-0732,Please remove the lock from my profile,account_locked
EX-0070,Quick question: The reset email never arrived in my inbox,password_reset
EX-0407,Quick question: I cancelled within the refund window but was still charged,billing_refund
EX-0990,I want to opt out of my current plan,cancel_subscription
EX-0825,I am seeing an account locked message,account_locked
EX-0567,Quick question: It has been two weeks and my order is not here yet,shipping_delay
EX-0542,The carrier says they cannot find my package ASAP please,shipping_delay
EX-0285,I need a receipt and refund for my last transaction,billing_refund
EX-1304,Can I update my payment to use PayPal instead thanks,update_payment
EX-0368,Can I get a refund for a duplicate payement,billing_refund
EX-1315,Please help me add a backup payment method,update_payment
EX-0077,I keep getting invalid password error,password_reset
EX-0234,I was overcharged for my last order,billing_refund
EX-0230,Quick question: Your system double billed me again,billing_refund
EX-0404,Can I get a refund for a duplicate payment thanks,billing_refund
EX-0575,My package was marked delivered but I never recieved it,shipping_delay
EX-0707,My account got locked and I cannot do anything Let me know,account_locked
EX-0135,"Hi, I cannot remember my login credentials",password_reset
EX-1213,The saved payment method needs to be updated urgently,update_payment
EX-0210,I forgot my password and cannot log in,password_reset
EX-1148,I need to remove my old card and add a new one,update_payment
EX-0369,Quick question: I want to know why I was charged this amount,billing_refund
EX-0559,Hey Is there a way to expedite my delayed order,shipping_delay
EX-0366,Please reverse the incorrect billing on my account?,billing_refund
EX-0429,I need a receipt and refund for my last transaction,billing_refund
EX-0897,I no longer need this service please cancel it,cancel_subscription
EX-1468,Hey The app crashes when I open settings asap,technical_bug
EX-1110,My card was compromised and I need to replace it Thanks in advance,update_payment
EX-0273,I received a charge but never placed an order,billing_refund
EX-1411,The page keeps loading and never finishes,technical_bug
EX-0314,Urgent - I need a refund for a servcie I did not use Thanks,billing_refund
EX-1119,I got a new credit card and need to update my account,update_payment
EX-1203,How do I switch to a different payment method,update_payment
EX-1265,Need help - I need to remvoe my old card and add a new one asap,update_payment
EX-1371,The dropdown menu is not showing any options,technical_bug
EX-1394,Need help - The calendar widget is showing wrong dates Please advise,technical_bug
EX-0554,Shipping is delayed and tracking has not updated,shipping_delay
EX-0102,The system says my password does not meet requirements,password_reset
EX-0393,I was charged full price but had a coupon,billing_refund
EX-1474,Auto save is not working and I lost my changes,technical_bug
EX-0260,I want to know why I was charged this amount.,billing_refund
EX-0564,The estimated delievery date has passed,shipping_delay
EX-0171,"Hi, My temporary password is not being accepted",password_reset
EX-0444,Need help - The tracking number shows no movement for days Thanks,shipping_delay
EX-1519,The notification system is sending duplicate alerts,technical_bug
EX-0591,Is there a way to expedite my delayed order,shipping_delay
EX-0035,I keep getting invalid password error,password_reset
EX-0379,Quick question: The promotional price was not applied to my bill,billing_refund
EX-0664,Please unlock my account,account_locked
EX-0771,Need help - I cannot access my accoutn it says temporarily locked,account_locked
EX-1460,Need help - The calendar widget is showing worng dates,technical_bug
EX-0510,I need an update on my order delivery,shipping_delay
EX-0842,Can an admin please unlock my account,account_locked
EX-0960,Sorry to bother you but I want to opt out of my current plan,cancel_subscription
EX-0054,I locked myself out after too many wrong passwords,password_reset
EX-0713,My account was locked after failed attempts,account_locked
EX-0924,I need to cancel before the next billing cycle,cancel_subscription
EX-0933,I want to opt out of my current plan!!,cancel_subscription
EX-1206,Urgent - I want to switch from credit card to debit card,update_payment
EX-0783,My account was locked after failed attempts,account_locked
EX-0482,The tracking number shows no movement for days asap,shipping_delay
EX-1171,I need to update my card on file,update_payment
EX-0931,"Good morning, I submitted a cancellation but I was still charged ASAP please",cancel_subscription
EX-1023,Hey I want to downgrade and evetnually cancel my plan asap,cancel_subscription
EX-0862,Sorry to bother u but I got locked out after entering the wrong password,account_locked
EX-0383,Can I get a refund for a duplicate payment,billing_refund
EX-0847,Sorry to bother you but Why is my account showing a security lock,account_locked
EX-0693,I need urgent access to my locked account,account_locked
EX-1007,"Good morning, I tried cancelling but the button does not work thanks",cancel_subscription
EX-0145,The reset email never arrived in my inbox,password_reset
EX-1402,Videos do not play they just show a black screen,technical_bug
EX-0089,Can you manually reset my password please,password_reset
EX-0410,"Hello, Please reverse the incorrect billing on my accoutn Thanks in advance",billing_refund
EX-0351,I cancelled within the refund window but was still charged Thanks,billing_refund
EX-0982,Quick question: I no longer need this service please cancel it.,cancel_subscription
EX-0027,Need help - Please send me a password recovery link,password_reset
EX-0384,I received a charge but never placed an order,billing_refund
EX-0789,The lock on my account has not been removed yet!!,account_locked
EX-0025,I changed my password but it still does not work,password_reset
EX-1419,I get an error message when I try to save my profile Thanks in advance!!,technical_bug
EX-0566,When will my order finally be delivered,shipping_delay
EX-1009,"Hello, Stop charging my card I want to cancel",cancel_subscription
EX-1535,"Hi there, The dropdown menu is not showing any options",technical_bug
EX-1440,My data is not syncing between desktop and mobile Please advise,technical_bug
EX-1339,The form resets when I click submit,technical_bug
EX-0481,Where is my package,shipping_delay
EX-1205,Quick quesiton: I need to remove my old card and add a new one,update_payment
EX-1073,The cancel button is not showing on my account page,cancel_subscription
EX-1113,Please help me add a backup payment method,update_payment
EX-1482,Urgent - The page keeps loading and never finishes,technical_bug
EX-0750,Sorry to bother you but I cannot access my account it says temporarily locked ASAP please,account_locked
EX-0261,Quick question: How do I dispute a charge on my account,billing_refund
EX-1172,Hey How do I switch to a different payment method,update_payment
EX-0394,The wrong amount was billed to my card,billing_refund
EX-0823,"Hi there, Please unlock my account",account_locked
EX-0158,The reset email never arrived in my inbox,password_reset
EX-0759,"Hi there, I verified my identity but my account is still locked",account_locked
EX-0615,Can you check the status of my shipment,shipping_delay
EX-0659,Need help - Shipping is delayed and tracking has not updated,shipping_delay
EX-1166,I want to switch from credit card to debit card!!,update_payment
EX-1328,Need help - The search function returns no results for anything,technical_bug
EX-1211,Can I update my payment to use PayPal instead!!,update_payment
EX-0239,"Hello, I received a charge but never placed an order",billing_refund
EX-0633,My package seems to be stuck in transit Thanks in advance,shipping_delay
EX-0214,My temporary passwrod is not being accepted Thanks in advance,password_reset
EX-0132,The system says my password does not meet requirements,password_reset
EX-0119,The reset email never arrived in my inbox,password_reset
EX-0143,The reset email never arrived in my inbox,password_reset
EX-1355,Images are not displaying on the product page,technical_bug
EX-0821,I need help getting back into my locked accoutn?,account_locked
EX-0177,My passwrod expired and I need a new one,password_reset
EX-0472,Need help - I ordered express shiping but it is taking too long,shipping_delay
EX-1369,Images are not displaying on the product page,technical_bug
EX-0365,Quick question: The wrong amount was billed to my card,billing_refund
EX-1374,I get a 500 error when I try to access my orders Thanks in advance,technical_bug
EX-0861,"Good morning, I cannot log in because of an account security hold",account_locked
EX-0587,Where is my package,shipping_delay
EX-0458,Can you resend my order since shipping is taking so long,shipping_delay
EX-0502,My order still has not arrived,shipping_delay
EX-1454,I get an error mesasge when I try to save my profile!!,technical_bug
EX-0080,Sorry to bother you but How long does the password reset link last,password_reset
EX-0621,The estimated delivery date has passed,shipping_delay
EX-0692,Why is my account showing a security lock,account_locked
EX-0765,My accoutn got locked and I cannot do anything,account_locked
EX-0702,Hey The system locked me out for no reason,account_locked
EX-1281,I need to remove my old card and add a new one,update_payment
EX-0638,I ordered express shipping but it is taking too long,shipping_delay
EX-0189,"Good morning, I tried resetting but the page gives an error",password_reset
EX-0748,"Good morning, My account was locked after failed attempts",account_locked
EX-0269,"Hi, I want to know why I was charged this amount thanks",billing_refund
EX-0792,Can an admin please unlock my account,account_locked
EX-0536,I ordered express shipping but it is taking too long,shipping_delay
EX-1056,Please stop renewing my subscription,cancel_subscription
EX-0279,Can I get a refund for a duplicate payment,billing_refund
EX-1463,Auto save is not working and I lost my changes asap,technical_bug
EX-1070,Urgent - Cancel my subscription immediately,cancel_subscription
EX-0545,Urgent - I ordered express shiping but it is taking too long thanks,shipping_delay
EX-0475,My shipment has been in the same location for a week!!,shipping_delay
EX-0305,My account shows a pending charge I did not authorize,billing_refund
EX-0938,Where is the option to cancel my subscription thanks,cancel_subscription
EX-1092,I do not want to be auto renewed next month ASAP please,cancel_subscription
EX-0114,My temporary password is not being accepted,password_reset
EX-0023,I changed my passwrod but it still does not work,password_reset
EX-1244,I need to udpate my card on file,update_payment
EX-0892,Can I cancel and get a prorated refund,cancel_subscription
EX-0890,Cancel my subscription immediately,cancel_subscription
EX-1478,The notification system is sending duplicate alerts,technical_bug
EX-1538,The export function generates a corrupted file,technical_bug
EX-0751,I need help getting back into my locked account,account_locked
EX-0975,How do I end my subscription before it renews?,cancel_subscription
EX-1026,Can you confirm my subscribtion has been cancelled,cancel_subscription
EX-0918,Urgent - Stop charging my card I want to cancel,cancel_subscription
EX-0985,Please stop renewing my subscription,cancel_subscription
EX-1134,Can I update my payment to use PayPal instead,update_payment
EX-1221,Urgent - Can I set a different default payement method,update_payment
EX-0426,Hey I see an unknown charge on my statement,billing_refund
EX-1384,The notification system is sending duplicate alerts,technical_bug
EX-0725,I cannot access my account it says temporarily locked?,account_locked
EX-0401,I need a receipt and refund for my last transaction,billing_refund
EX-0216,The rseet email never arrived in my inbox,password_reset
EX-1258,Please help me add a backup payment method,update_payment
EX-0010,Can you manually reset my password please,password_reset
EX-0067,Quick question: I changed my passwrod but it still does not work,password_reset
EX-0048,"Hi, I forgot my password and cannot log in",password_reset
EX-0843,I am seeing an account locked message!!,account_locked
EX-0001,I need to update my password for security reasons,password_reset
EX-1274,My payment failed how can I add a new card,update_payment
EX-0473,shiping is delayed and tracking has not updated,shipping_delay
EX-0492,My package was marked delivered but I never received it,shipping_delay
EX-0453,"Hi, is there a way to expedite my delayed order",shipping_delay
EX-1489,The notification system is sending duplicate alerts,technical_bug
EX-1173,Can I set a different default payment method,update_payment
EX-0709,How long will my accoutn stay locked,account_locked
EX-0596,Urgent - Where is my package Let me know,shipping_delay
EX-1498,The calendar widget is showing worng dates,technical_bug
EX-0014,I keep getting invalid password error,password_reset
EX-1488,There is a display glitch on the dashboard ASAP please,technical_bug
EX-0527,Urgent - Shipping is delayed and tracking has not updated,shipping_delay
EX-0374,Hey I need a refund for a service I did not use,billing_refund
EX-0752,Need help - I am seeing an account locked message!!,account_locked
EX-0060,"Hello, How long does the password reset link last",password_reset
EX-1490,I get a 500 error when I try to access my orders,technical_bug
EX-1448,Sorry to bother you but The dark mode toggle breaks the layout,technical_bug
EX-0198,I keep getting invalid password error!!,password_reset
EX-1063,I want to opt out of my crurent plan asap,cancel_subscription
EX-0072,Please send me a password recovery link,password_reset
EX-0183,I keep getting invalid passwrod error ASAP please,password_reset
EX-0694,How do I unlock my account after too many tries!!,account_locked
EX-0655,My shipment has been in the same location for a week,shipping_delay
EX-0339,I was charged full price but had a coupon,billing_refund
EX-0799,"Hi there, I am seeing an account locked message",account_locked
EX-0665,"Hello, The account lockout is preventing me from working thanks",account_locked
EX-1536,The form resets when I click submit,technical_bug
EX-0586,The delievery status says exception what does that mean,shipping_delay
EX-0608,Where is my pakcage,shipping_delay
EX-0111,The system says my password does not meet requirements,password_reset
EX-1209,How do I switch to a different payment method,update_payment
EX-0782,I verified my identity but my account is still locked,account_locked
EX-0949,How do I cancel my membership,cancel_subscription
EX-0988,How do I end my subscription before it renews,cancel_subscription
EX-0307,You charged me after I cancelled my subscription,billing_refund
EX-0941,I no longer need this service please cancel it,cancel_subscription
EX-0785,Please remove the lock from my profile!!,account_locked
EX-0390,I need a refund for a serivce I did not use,billing_refund
EX-1458,Sorry to bother you but The export function generates a corrupted file,technical_bug
EX-0236,I see an unknown charge on my statement,billing_refund
EX-0312,I need a refund for a service I did not use thanks,billing_refund
EX-0764,I am seeing an account locked message ASAP please,account_locked
EX-1083,The cancel button is not showing on my account page,cancel_subscription
EX-1284,"Hello, I need to update my card on file Let me know",update_payment
EX-0869,How long will my accoutn stay locked,account_locked
EX-0367,Your system double billed me again,billing_refund
EX-0227,I need a receipt and refund for my last rtansaction,billing_refund
EX-0881,How do I cancel my membersihp Any help appreciated,cancel_subscription
EX-1421,The form resets when I click submit,technical_bug
EX-0848,"Hi there, I got locked out after entering the worng password",account_locked
EX-0288,Your system double billed me again Any help appreciated,billing_refund
EX-0736,Please remove the lock from my profile,account_locked
EX-1208,"Good morning, Can I set a different default payment method Please advise",update_payment
EX-1417,Videos do not play they just show a black screen,technical_bug
EX-1391,The form resets when I click submit,technical_bug
EX-1168,Quick quesiton: My payment keeps failing because the card is old,update_payment
EX-0511,My package seems to be stuck in transit,shipping_delay
EX-0139,The reset email neevr arrived in my inbox,password_reset
EX-0255,Billing error I need a refund,billing_refund
EX-1413,The export function generates a corrupted file,technical_bug
EX-1086,"Hello, I want to stop my recurring payemnts",cancel_subscription
EX-0872,The accoutn lockout is preventing me from working,account_locked
EX-1124,Can I set a different default payment method!!,update_payment
EX-1537,The dropdown menu is not showign any options,technical_bug
EX-1436,I cannot upload files the upload buton does nothing,technical_bug
EX-0195,I forgot my password and cant log in,password_reset
EX-0845,My account was locked after failed attempts,account_locked
EX-0777,I cannot access my account it says temporarily locked,account_locked
EX-0878,My account was locked after failed attempts,account_locked
EX-0955,Stop charging my card I want to cancel.,cancel_subscription
EX-1289,How do I switch to a different payment method,update_payment
EX-1331,The dark mode toggle breaks the layout,technical_bug
EX-0972,Can you confirm my subscription has been cancelled,cancel_subscription
EX-0528,The delivery status says exception what does that mean,shipping_delay
EX-0490,Sorry to bother you but The tracking number shows no movement for days,shipping_delay
EX-0735,How long will my account stay locked,account_locked
EX-1449,I found a bug on the checkout page,technical_bug
EX-0041,Where do I go to change my password,password_reset
EX-1469,Need help - Videos do not play they just show a black screen ASAP please,technical_bug
EX-0677,"Good morning, Why is my account showing a security lock",account_locked
EX-0150,"Hello, How long does the password reset link last Any help appreciated",password_reset
EX-0605,Hey My package was marked delivered but I never received it,shipping_delay
EX-1004,"Hi, Please process my cancellation request right away",cancel_subscription
EX-0250,Can I get a refund for a duplicate payment,billing_refund
EX-0888,Please cancel my account and stop all charges,cancel_subscription
EX-0424,How long does it take to proecss a refund,billing_refund
EX-1051,Please process my cancellation request right away,cancel_subscription
EX-0199,My temporary password is not being accepted,password_reset
EX-1024,How do I end my subscription before it renews,cancel_subscription
EX-0508,Sorry to bother you but Can you resend my order since shipping is taking so long,shipping_delay
EX-0653,"Good morning, I need to change my delievery address for a delayed order Any help appreciated",shipping_delay
EX-0162,I locked myself out after too many wrong passwords,password_reset
EX-0800,How long will my account stay locked,account_locked
EX-0290,Your system double billed me again Any help appreciated,billing_refund
EX-0388,"Hi, Please reverse the incorrect billing on my account asap",billing_refund
EX-0686,Hey Can an admin please unlock my account,account_locked
EX-1370,Videos do not play they just show a black screen,technical_bug
EX-1115,The saved payment method needs to be updated urgently,update_payment
EX-0522,Can you check the status of my shipment,shipping_delay
EX-1444,The app crashes when I open settings,technical_bug
EX-0299,I see an unknown charge on my statement,billing_refund
EX-0531,It has been two weeks and my order is not here yet,shipping_delay
EX-0221,"Hello, How do I dispute a charge on my account",billing_refund
EX-1368,"Good morning, The export function generates a corrupted file",technical_bug
EX-0555,The tracking number shows no moevment for days,shipping_delay
EX-0113,Where do I go to change my password,password_reset
EX-1195,Can I update my payment to use PayPal instead,update_payment
EX-0342,Can I get a refund for a duplicate payement,billing_refund
EX-0164,I tried resetting but the page gives an error,password_reset
EX-1495,"Hello, the notification system is sending duplicate alerts",technical_bug
EX-0046,I locked myself out after too many wrong passwords,password_reset
EX-0100,How do I reset my account password,password_reset
EX-1142,"Hi there, Please help me add a backup payement method",update_payment
EX-0398,Sorry to bother you but I was overcharged for my last order Let me know,billing_refund
EX-0529,My package was marked delivered but I never received it,shipping_delay
EX-0317,Can I get a refund for a duplicate payment,billing_refund
EX-0428,The promotional price was not applied to my bill,billing_refund
EX-0242,How do I dispute a charge on my account,billing_refund
EX-0499,My shipmetn has been in the same location for a week Any help appreciated!!,shipping_delay
EX-1372,"Hello, The app crashes when I open settings",technical_bug
EX-1501,The notification system is sending duplicate alerts,technical_bug
EX-0625,My delivery was supposed to arrive yesterday,shipping_delay
EX-0178,I forgot my password and cannot log in,password_reset
EX-0301,I want to know why I was charged this amount,billing_refund
EX-0241,Please reverse the incorrect billing on my account,billing_refund
EX-0666,Please unlock my accoutn,account_locked
EX-0131,"Good morning, I cannot remember my login credentials",password_reset
EX-0908,How do I end my subscription before it renews,cancel_subscription
EX-0597,Is there a way to expedite my delayed order,shipping_delay
EX-0774,My account has been locked for hours now Please advise,account_locked
EX-1473,The dropdown menu is not showing any options,technical_bug
EX-1442,I cannot upload files the upload button does nothing,technical_bug
EX-0956,Please process my cancellation request right away,cancel_subscription
EX-0902,Stop charging my card I want to cancel,cancel_subscription
EX-0828,Urgent - The system locked me out for no reason,account_locked
EX-1507,The dropdown menu is not showing any options,technical_bug
EX-0337,I need a refund for a service I did not use,billing_refund
EX-0125,The reset email never arrived in my inbox,password_reset
EX-0266,I want to know why I was charged this amount,billing_refund
EX-0934,I want to cancel my monthly plan,cancel_subscription
EX-0914,Quick question: Can you confirm my subscription has been cancelled,cancel_subscription
EX-1194,Need help - I got a new credit card and need to update my account,update_payment
EX-1485,I get a 500 error when I try to access my orders,technical_bug
EX-0998,Can I cancel and get a prorated refund,cancel_subscription
EX-0059,Can someone help me recover my accoutn password,password_reset
EX-0130,My passwrod expired and I need a new one,password_reset
EX-0863,I need urgent access to my locked account,account_locked
EX-0912,I tried cancelling but the button does not work!!,cancel_subscription
EX-1497,The app crsahes when I open settings,technical_bug
EX-1224,I need to reomve my old card and add a new one,update_payment
EX-0794,My account was locked after failed attempts,account_locked
EX-1262,Please change my billing method,update_payment
EX-0353,The wrong amount was billed to my card,billing_refund
EX-0968,Please process my cancellation request right away,cancel_subscription
EX-0336,Billing error I need a refund,billing_refund
EX-1366,The search function rteurns no results for anything,technical_bug
EX-0885,Please stop renewing my subscription asap,cancel_subscription
EX-0588,The tracking number shows no movement for days,shipping_delay
EX-1019,How do I cancel my membership,cancel_subscription
EX-0208,Quick question: Password reset link is not working,password_reset
EX-0682,Urgent - Why is my account showing a security lock,account_locked
EX-0647,The carrier says they cannot find my package Please advise,shipping_delay
EX-0270,Sorry to bother you but Please help me request a refund for an accidental charge,billing_refund
EX-0332,Hey Billing error I need a refund,billing_refund
EX-0857,"Hello, I cannot access my account it says temporarily locked",account_locked
EX-0265,How do I dispute a charge on my accoutn,billing_refund
EX-0520,The estimated delivery date has passed,shipping_delay
EX-0674,"Hi, my account got locked and I cannot do anything",account_locked
EX-0688,Plaese remove the lock from my profile,account_locked
EX-0321,I need a receipt and refund for my last transaction,billing_refund
EX-0642,I need to change my delivery address for a delayed order Any help appreciated,shipping_delay
EX-1486,The dropdown menu is not showing any options,technical_bug
EX-0600,I need an update on my order delievery,shipping_delay
EX-1364,Quick question: The app crashes when I open settings!!,technical_bug
EX-1028,How do I cancel my membership,cancel_subscription
EX-0946,Can you confirm my subscription has been cancelled asap,cancel_subscription
EX-0002,Password reset link is not workign,password_reset
EX-0018,I need to update my password for security reasons Any help appreciated,password_reset
EX-0939,I want to opt out of my current plan,cancel_subscription
EX-1132,How do I update the expiration date on my card,update_payment
EX-0951,I do not want to be auto renewed next month.,cancel_subscription
EX-0352,The wrong amount was billed to my card,billing_refund
EX-1433,The export function generates a corrupted file,technical_bug
EX-0595,Shipping is delayed and tracking has not updated.,shipping_delay
EX-0439,The promotional price was not applied to my bill,billing_refund
EX-1161,I want to switch from credit card to debit card,update_payment
EX-1075,I need to cancel before the next billing cycle,cancel_subscription
EX-0169,Quick question: How long does the password reset link last,password_reset
